page,img_name,img_url,status,url
1,"Sama Townhouses, Town Square",https://assets.bayut.com/content/small_sama_townhouses_cover_090619_33cab4446d.jpg,Ready,/area-guides/sama-townhouses/
1,"Mulberry Mansions, JVC",https://assets.bayut.com/content/small_Mulberry_Mansions_Cover_photo_Body_9_31_3_23_1_1b80ce85a8.jpg,Ready,/area-guides/mulberry-mansions/
1,"District 16, Jumeirah Village Circle (JVC)",https://assets.bayut.com/content/small_district_16_jvc_cover_180719_6_18295f3beb.jpg,Ready,/area-guides/district-16/
1,"Marina Quays East, Dubai Marina",https://assets.bayut.com/content/small_marina_quays_east_dubai_marina_cover_050819_4_6788b2eecc.jpg,Ready,/area-guides/marina-quays-east/
1,"Hyati Avenue, Jumeirah Village Circle (JVC)",https://assets.bayut.com/content/small_hyati_avenue_jvc_cover_230719_1_ea8e4c9f75.jpg,Ready,/area-guides/hyati-avenue/
1,Al Khabisi,https://assets.bayut.com/content/small_Al_Khabisi_Cover_22_06_3869c83c8a.jpg,Ready,/area-guides/al-khabisi/
1,"Aknan Villas, DAMAC Hills 2",https://assets.bayut.com/content/small_aknan_villas_cover_160519_56812128b2.jpg,Ready,/area-guides/aknan-villas/
1,"Park Island, Dubai Marina",https://assets.bayut.com/content/small_park_island_dubai_marina_cover_050819_5_a6c6e37ea2.jpg,Ready,/area-guides/park-island/
1,"Marina Promenade, Dubai Marina",https://assets.bayut.com/content/small_marina_promenade_cover_dubai_marina_cover_050819_2_1558efb96b.jpg,Ready,/area-guides/marina-promenade/
1,"District 14, Jumeirah Village Circle (JVC)",https://assets.bayut.com/content/small_district_14_jvc_cover_230719_6_6d22985f10.jpg,Ready,/area-guides/district-14/
1,"Naseem, Mudon",https://assets.bayut.com/content/small_Naseem_Mudon_Cover_07_04_d20420d199.jpg,Ready,/area-guides/naseem/
1,Ibn Battuta Gate,https://assets.bayut.com/content/small_Cover_01_3f8e6e9fc9.jpg,Ready,/area-guides/ibn-battuta-gate/
1,Dubai Creek Club Villas,https://assets.bayut.com/content/small_dubai_creek_club_villas_cover_080819_fd94241d56.jpg,Ready,/area-guides/dubai-creek-club-villas/
1,"Sahara Villas, DAMAC Hills 2",https://assets.bayut.com/content/small_sahara_villas_akoya_oxygen_cover_040719_28e14834f9.jpg,Ready,/area-guides/sahara-villas/
1,"The Heart of Europe, World Islands",https://assets.bayut.com/content/small_The_Heart_of_Europe_Cover_18_03_c216e8d9c9.jpg,Ready,/area-guides/the-heart-of-europe/
2,"Business Village, Port Saeed",https://assets.bayut.com/content/small_Business_Village_Port_Saeed_15_8_22_010e76cac7.jpg,Ready,/area-guides/business-village/
2,"Al Quoz Industrial Area 1, Al Quoz",https://assets.bayut.com/content/small_Al_Quoz_Industrial_Area_1_eaf4e54638.jpg,Ready,/area-guides/al-quoz-industrial-area-1/
2,"Hawthorn, Akoya Oxygen",https://assets.bayut.com/content/small_Hawthorn_Akoya_Oxygen_17112020_85c39c9ff2.jpg,Ready,/area-guides/hawthorn-akoya-oxygen/
2,"Al Quoz Industrial Area 3, Dubai",https://assets.bayut.com/content/small_Al_Quoz_Industrial_Area_3_Al_Quoz_Dubai_a1fca9b342.jpg,Ready,/area-guides/al-quoz-industrial-area-3/
2,"Commercial District, Dubai South",https://assets.bayut.com/content/small_Commercial_District_Dubai_166aac3731.jpg,Ready,/area-guides/commercial-district/
2,"Al Quoz Industrial Area 4, Dubai",https://assets.bayut.com/content/small_Al_Quoz_Industrial_Area_4_Dubai_46b5e0d904.jpg,Ready,/area-guides/al-quoz-industrial-area-4/
2,"Dubai Digital Park, Dubai Silicon Oasis",https://assets.bayut.com/content/small_Dubai_Digital_Park_Dubai_Silicon_Oasis_070072021_c33be1a679.jpg,Ready,/area-guides/dubai-digital-park/
2,Dubai Airport Freezone (DAFZA),https://assets.bayut.com/content/small_dubai_100220_6fd537c59e.jpg,Ready,/area-guides/dubai-airport-freezone/
2,"The Reserve, Al Barari",https://assets.bayut.com/content/small_The_Reserve_Al_Barari_Cover_18_11_2c0e11b1e5.jpg,Ready,/area-guides/the-reserve/
2,"Elysian Mansions, Tilal Al Ghaf",https://assets.bayut.com/content/small_Elysian_Mansions_20_6_2022_6cbfa9fca8.jpg,Off-plan,/area-guides/elysian-mansions/
2,"Ras Al Khor Industrial Area 1, Ras Al Khor",https://assets.bayut.com/content/small_Ras_Al_Khor_Industrial_2_16082021_74ecbadbea.jpg,Ready,/area-guides/ras-al-khor-industrial-area-1/
2,Muhaisnah 2,https://assets.bayut.com/content/small_muhaisnah_2_cover_30_11_20_2605d3dbe3.jpg,Ready,/area-guides/muhaisnah-2/
2,"Jumeirah Zabeel Saray, The Crescent",https://assets.bayut.com/content/small_Jumeirah_Zabeel_Saray_6_7_2021_0fa119e4b6.jpg,Ready,/area-guides/jumeirah-zabeel-saray/
2,Dubai Design District (D3),https://assets.bayut.com/content/small_Cover_image_5_a97de6f3ac.jpg,Ready,/area-guides/dubai-design-district/
2,"Dubai Textile City, International City",https://assets.bayut.com/content/small_Textile_City_International_City_Dubai_Cover_10_02_62cb516194.jpg,Ready,/area-guides/dubai-textile-city/
3,"Beverly Hills Drive, DAMAC Hills (Akoya by DAMAC)",https://assets.bayut.com/content/small_Beverly_Hills_Drive_DAMAC_Hills_Akoya_by_DAMAC_0bb15ec3cf.jpg,Off-plan,/area-guides/beverly-hills-drive/
3,"Park Gate, Dubai Hills Estate",https://assets.bayut.com/content/small_Park_Gate_Dubai_Hills_Estate_70318f5221.jpg,Off-plan,/area-guides/park-gate/
3,"District 7, Jumeirah Park",https://assets.bayut.com/content/small_District_7_Jumeirah_Park_9680f9539b.jpg,Ready,/area-guides/district-7-jumeirah-park/
3,"Desert Leaf 2, Al Barari",https://assets.bayut.com/content/small_The_Reserve_Al_Barari_Cover_18_11_77dab4ad4a.jpg,Ready,/area-guides/desert-leaf-2/
3,"Mykonos, DAMAC Lagoons",https://assets.bayut.com/content/small_Mykonos_DAMAC_Lagoons_Dubai_98491dd807.jpg,Off-plan,/area-guides/mykonos-damac-lagoons/
3,"The Woodland Residences, MBR City",https://assets.bayut.com/content/small_The_Woodland_Residences_MBR_City_71fc27034c.jpg,Off-plan,/area-guides/the-woodland-residences/
3,"Taormina Village 1, Dubailand",https://assets.bayut.com/content/small_Taormina_Village_1_Dubailand_5d39568676.jpg,Off-plan,/area-guides/taormina-village-1/
3,"Plagette 32, Tilal Al Ghaf",https://assets.bayut.com/content/small_Plagette_32_Tilal_Al_Ghaf_3111588415.jpg,Off-plan,/area-guides/plagette-32/
3,"Marina Gate, Dubai Marina",https://assets.bayut.com/content/small_marina_gate_dubai_marina_cover_050819_3_4b60de1e2c.jpg,Ready,/area-guides/marina-gate/
3,"Natura, DAMAC Hills 2",https://assets.bayut.com/content/small_Natura_DAMAC_Hills_2_Dubai_cd56e0fdf5.jpg,Off-plan,/area-guides/natura/
3,"Al Manara Village, Umm Suqeim",https://assets.bayut.com/content/small_Al_Manara_Village_f9d2457fc3.jpg,Ready,/area-guides/al-manara-village/
3,"The Lakeshore at The Sanctuary, MBR City",https://assets.bayut.com/content/small_The_Lakeshore_Cover_Photo_14_9_23_9071acdd05.jpg,Off-plan,/area-guides/the-lakeshore/
3,Al Mamzar Front,https://assets.bayut.com/content/small_al_mamzar_cover_2c7a797faa.jpg,Off-plan,/area-guides/al-mamzar-front/
3,"Jasmine Lane, Jumeirah Golf Estates",https://assets.bayut.com/content/small_Jasmine_Lane_Cover_14_6_2023_4482d1bb39.jpg,Off-plan,/area-guides/jasmine-lane/
3,"Park Greens, DAMAC Hills 2",https://assets.bayut.com/content/small_Park_Greens_DAMAC_Hills_2_a1dec68411.jpg,Off-plan,/area-guides/park-greens/
4,"District 9, Jumeirah Park",https://assets.bayut.com/content/small_District_9_Jumeirah_Park_1_8bc611a7ae.jpg,Ready,/area-guides/district-9-jumeirah-park/
4,"Dar Al Zain Villas, Mirdif",https://assets.bayut.com/content/small_Dar_AL_Zain_Villas_cover_photo_for_Dar_Al_Zain_Image_4_3_2_23_5b90d9a902.jpg,Ready,/area-guides/dar-al-zain-villas/
4,"Jasmine Leaf 4, The Residences",https://assets.bayut.com/content/small_The_Reserve_Al_Barari_Cover_18_11_e81a55fdb3.jpg,Ready,/area-guides/jasmine-leaf-4/
4,"Fairway Villas 2, Emaar South",https://assets.bayut.com/content/small_Fairway_Villas_2_Emaar_South_Dubai_b77c0a03c5.jpg,Off-plan,/area-guides/fairway-villas-2/
4,"Jumeirah Islands Townhouses, Jumeirah Islands",https://assets.bayut.com/content/small_Jumeirah_Islands_Townhouses_e1a94624e6.jpg,Ready,/area-guides/jumeirah-islands-townhouses/
4,"Palmiera, The Oasis",https://assets.bayut.com/content/small_Palmiera_Off_plan_Cover_Photo_23_8_23_2166f8bba9.jpg,Off-plan,/area-guides/palmiera-the-oasis/
4,"Palmera 3, Arabian Ranches",https://assets.bayut.com/content/small_Palmera_3_Arabian_Ranches_af1c962064.jpg,Ready,/area-guides/palmera-3/
4,"Amali Island, The World Islands",https://assets.bayut.com/content/small_Amali_Island_Dubai_9ea9fcf946.jpg,Off-plan,/area-guides/amali-island/
4,"Keturah Reserve, MBR City",https://assets.bayut.com/content/small_Keturah_Reserve_Cover_22_5_23_6a1c6d5e83.jpg,Off-plan,/area-guides/keturah-reserve/
4,"District 1J, District 1 JVT",https://assets.bayut.com/content/small_distrct_1_J_jvt_cover_230719_4_f74f7661b4.jpg,Ready,/area-guides/district-1j/
4,"Casablanca 4, Al Barsha",https://assets.bayut.com/content/small_Casablanca_4_Al_Barsha_Dubai_25479f3c20.jpg,Ready,/area-guides/casablanca-4/
4,"The Farmhouses, DAMAC Hills 2",https://assets.bayut.com/content/small_The_Farmhouses_Cover_2_4_10_23_53a297e221.jpg,Off-plan,/area-guides/the-farmhouses/
4,"Blue Views, MBR City",https://assets.bayut.com/content/small_Blue_Views_District_One_MBR_City_1755ddbb29.jpg,Off-plan,/area-guides/blue-views/
4,"District 4, Jumeirah Park",https://assets.bayut.com/content/small_District_4_Jumeirah_Park_1d9c9a10c4.jpg,Ready,/area-guides/district-4-jumeirah-park/
4,"Silk Leaf 3, Al Barari",https://assets.bayut.com/content/small_Silk_Lead_3_Al_Barari_Dubai_c862e1266e.jpg,Ready,/area-guides/silk-leaf-3/
5,"Lunaria, Al Barari",https://assets.bayut.com/content/small_Lunaria_Off_Plan_Cover_d69eb66ff6.jpg,Off-plan,/area-guides/lunaria-al-barari/
5,"C Villas, Living Legends",https://assets.bayut.com/content/small_C_Villas_13_6_2022_5ac9ad01cb.jpg,Ready,/area-guides/c-villas-living-legends/
5,"Hattan 2, The Lakes",https://assets.bayut.com/content/small_Hattan_2_The_Lakes_c51576389e.jpg,Ready,/area-guides/hattan-2/
5,Al Qusais Industrial Area 4,https://assets.bayut.com/content/small_Al_Qusais_Industrial_Area_4_Cover_25_03_2022_cf81ac604f.jpg,Ready,/area-guides/al-qusais-industrial-area-4/
5,"Casablanca 1, Al Barsha",https://assets.bayut.com/content/small_Casablanca_1_Al_Barsha_Dubai_5b74d66ab3.jpg,Ready,/area-guides/casablanca-1/
5,"District 7G, JVT",https://assets.bayut.com/content/small_distrct_7e_jvt_cover_230719_4_cb61841bc7.jpg,Ready,/area-guides/district-7g/
5,"Harmony 1, Tilal Al Ghaf",https://assets.bayut.com/content/small_Harmony_1_Tilal_Al_Ghaf_dd952d6680.jpg,Off-plan,/area-guides/harmony-1/
5,"Jasmine Leaf 1, Al Barari",https://assets.bayut.com/content/small_Jasmine_Leaf_1_14_4_2022_3a6e7fd41b.jpg,Ready,/area-guides/jasmine-leaf-1/
5,"Al Maktoum Road, Deira",https://assets.bayut.com/content/small_Al_Maktoum_Road_Deira_1859f1e9db.jpg,Ready,/area-guides/al-maktoum-road/
5,"Hacienda, The Villa",https://assets.bayut.com/content/small_27_1_856d45707c.jpg,Ready,/area-guides/hacienda/
5,"Golf Place II, Dubai Hills Estate",https://assets.bayut.com/content/small_Golf_Place_2_Dubai_Hills_Estate_3a8551a617.jpg,Off-plan,/area-guides/golf-place-2/
5,AL HAMRIYA STREET DUBAI,https://assets.bayut.com/content/small_Al_Hamriya_Street_Cover_21_03_3c0e0ac068.jpg,Ready,/area-guides/al-hamriya-street-dubai/
5,"District One Mansions, MBR City",https://assets.bayut.com/content/small_District_One_Mansions_c3e2e5bcd2.jpg,Ready,/area-guides/district-one-mansions/
5,Nad Al Sheba Gardens,https://assets.bayut.com/content/small_Nad_Al_Sheba_Gardens_Cover_18_04_a6025cdef8.jpg,Ready,/area-guides/nad-al-sheba-gardens/
5,Springs 2,https://assets.bayut.com/content/small_springs_2_cover_300619_f3a984b31b.jpg,Ready,/area-guides/springs-2/
6,"Silk Leaf 4, Al Barari",https://assets.bayut.com/content/small_Silk_Leaf_4_11_02_2022_9680c84898.jpg,Ready,/area-guides/silk-leaf-4/
6,"Rigga Road, Deira",https://assets.bayut.com/content/small_Rigga_Road_Deira_9b90c91bbe.jpg,Ready,/area-guides/al-rigga-road/
6,"Makeen Al Furjan Villas, Al Furjan",https://assets.bayut.com/content/small_Makeen_Al_Furjan_Villas_Al_Furjan_5b2a6c6344.jpg,Ready,/area-guides/makeen-al-furjan-villas/
6,"La Mer Maisons, Jumeirah",https://assets.bayut.com/content/small_La_Mer_Mansions_Jumeirah_42f5b73d72.jpg,Off-plan,/area-guides/la-mer-maisons/
6,Expo Golf Villas 5 (Greenviews 2),https://assets.bayut.com/content/small_Greenview_2_Dubai_South_62ee0be0d4.jpg,Off-plan,/area-guides/expo-golf-villas-5/
6,"Jasmine Leaf 3, Al Barari",https://assets.bayut.com/content/small_Jasmine_Leaf_9_30_5_2022_4f8f9d8992.jpg,Ready,/area-guides/jasmine-leaf-3/
6,"Al Falaj Villas, Dubai Internet City",https://assets.bayut.com/content/small_Al_Falaj_Villas_Al_Sufouh_cde61e6771.jpg,Ready,/area-guides/al-falaj-villas-dubai/
6,"Caya, Arabian Ranches 3",https://assets.bayut.com/content/small_Caya_Off_Plan_Cover_15_8_22_2d9b745962.jpg,Ready,/area-guides/caya/
6,"Fortunato, Jumeirah Village Circle (JVC)",https://assets.bayut.com/content/small_Fortunato_Cover_20_9_22_eeb067e6cb.jpg,Ready,/area-guides/fortunato/
6,"Elie Saab Vie at The Fields, Meydan",https://assets.bayut.com/content/small_Elie_Saab_Vie_at_The_Fields_cover_photo_10_8_22_33f86af7d4.jpg,Ready,/area-guides/elie-saab-vie-at-the-fields/
6,"Rola Road, Bur Dubai",https://assets.bayut.com/content/small_Rola_Road_Bur_Dubai_ead2bc8041.jpg,Ready,/area-guides/al-rolla-road-bur-dubai/
6,"Portofino, DAMAC Lagoons",https://assets.bayut.com/content/small_Portofino_DAMAC_Lagoons_5ad41d6575.jpg,Off-plan,/area-guides/portofino-damac-lagoons/
6,"Penta Villas, Jumeirah Village Circle",https://assets.bayut.com/content/small_cover_1_214f970fc0.jpg,Ready,/area-guides/penta-villas/
6,HARTLAND GARDENIA VILLAS,https://assets.bayut.com/content/small_Hartland_Gardenia_Cover_11_02_7d7c216942.jpg,Ready,/area-guides/hartland-gardenia-villas/
6,"Mira 5, Reem",https://assets.bayut.com/content/small_Mira_5_Reem_3e6da47cd4.jpg,Ready,/area-guides/mira-5/
7,"Al Kifaf, Bur Dubai",https://assets.bayut.com/content/small_Al_Kifaf_Bur_Dubai_4b8f934c0a.jpg,Ready,/area-guides/al-kifaf/
7,"District 5F, District 5 JVT",https://assets.bayut.com/content/small_District_5_F_JVT_cover_12102020_942826f079.jpg,Ready,/area-guides/district-5f/
7,DUBAI INTERNATIONAL AIRPORT ROAD,https://assets.bayut.com/content/small_Dubai_International_Airport_Road_Cover_25_03_9cceed9a75.jpg,Ready,/area-guides/dubai-airport-road/
7,"GRAND PARADISE, JVC",https://assets.bayut.com/content/small_Grand_Paradise_Cover_25_02_86d86ab690.jpg,Ready,/area-guides/grand-paradise-jvc/
7,"Al Warqaa 1, Dubai",https://assets.bayut.com/content/small_Al_Warqaa_1_Dubai_6f851d7292.jpg,Ready,/area-guides/al-warqaa-1/
7,"Desert Leaf 4, The Residences",https://assets.bayut.com/content/small_The_Reserve_Al_Barari_Cover_18_11_6f4bbe6abc.jpg,Ready,/area-guides/desert-leaf-4/
7,"Hattan 3, The Lakes",https://assets.bayut.com/content/small_Hattan_3_8_12_2021_ecb5f38ff4.jpg,Ready,/area-guides/hattan-3/
7,"Sahara Meadows 1, Dubai Industrial Park",https://assets.bayut.com/content/small_Sahara_Meadows_1_Dubai_Industrial_Park_f5b84c5435.jpg,Ready,/area-guides/sahara-meadows-1/
7,"Al Nahda 1, Dubai",https://assets.bayut.com/content/small_Al_Nahda_1_Dubai_26112021_a02d4f958c.jpg,Ready,/area-guides/al-nahda-1/
7,"Al Meera Complex, Al Sufouh",https://assets.bayut.com/content/small_Al_Meera_Complex_Dubai_Media_City_a43f3257a0.jpg,Ready,/area-guides/al-meera-complex/
7,"Sydney Villas, Jumeirah Village Circle",https://assets.bayut.com/content/small_Sydney_Villas_Jumeirah_Village_Circle_375ea9209b.jpg,Ready,/area-guides/sydney-villas/
7,"Makeen 9 Villa Compound, Mirdif",https://assets.bayut.com/content/small_Makeen_9_Villa_Compound_Mirdif_97ee755678.jpg,Ready,/area-guides/makeen-9-villa-compound/
7,"Bukadra, Dubai",https://assets.bayut.com/content/small_Bukadra_Dubai_fb3cf35f20.jpg,Ready,/area-guides/bukadra/
7,"MIRABELLA 5, District 11 JVC",https://assets.bayut.com/content/small_Mirabella_1_Cover_04_03_1142e805de.jpg,Ready,/area-guides/mirabella-5/
7,"UMM HURAIR, BUR DUBAI",https://assets.bayut.com/content/small_Al_Hamriya_Cover_111121_a9891300de.jpg,Ready,/area-guides/umm-hurair/
8,AL SABKHA DEIRA,https://assets.bayut.com/content/small_Al_Sabkha_Cover_03_12_aee5a6bee1.jpg,Ready,/area-guides/al-sabkha-deira/
8,"INDIGO VILLE 2, District 13 JVC",https://assets.bayut.com/content/small_Indigo_Ville_2_Cover_18_02_9e538942c8.jpg,Ready,/area-guides/indigo-ville-2/
8,"Splendour Villas, Al Safa",https://assets.bayut.com/content/small_Spelndour_Villas_Al_Safa_Dubai_5cc5927e3f.jpg,Ready,/area-guides/splendour-villas/
8,Za'abeel 2,https://assets.bayut.com/content/small_Zaabeel_2_Cover_4_3_2022_3d01e53b8b.jpg,Ready,/area-guides/zabeel-2/
8,"Roda Beach Resort Villas, Jumeirah 3",https://assets.bayut.com/content/small_Roda_Beach_Resort_Villas_Jumeirah_3_Dubai_b27aaceea3.jpg,Ready,/area-guides/roda-beach-resort-villas/
8,"DISTRICT 2, JUMEIRAH PARK",https://assets.bayut.com/content/small_District_2_Jumeirah_Park_Cover_06_12_8c2d9337c6.jpg,Ready,/area-guides/district-2/
8,"SAHEEL 4, ARABIAN RANCHES",https://assets.bayut.com/content/small_Saheel_4_Cover_27_09_cb6521b490.jpg,Ready,/area-guides/saheel-4/
8,"MIRABELLA 7, District 12 JVC",https://assets.bayut.com/content/small_Mirabella_4_Cover_27_09_2_275b3e466c.jpg,Ready,/area-guides/mirabella-7/
8,"DESERT LEAF 3, The Residences",https://assets.bayut.com/content/small_Desert_Leaf_3_Cover_17_12_a13b3393c1.jpg,Ready,/area-guides/desert-leaf-3/
8,"DESERT LEAF 5, THE RESIDENCES",https://assets.bayut.com/content/small_Desert_Leaf_5_Area_Guide_Cover_111121_949ccbba26.jpg,Ready,/area-guides/desert-leaf-5/
8,LA AVENIDA 1,https://assets.bayut.com/content/small_La_Avenida_1_Cover_04_02_feb607312f.jpg,Ready,/area-guides/la-avenida-1/
8, Kensington Gardens,https://assets.bayut.com/content/small_Kensington_Garden_cover_image_31_12_24_5ea57bda68.jpg,Off-plan,/area-guides/kensington-gardens/
8,"Alvorada 3, Arabian Ranches",https://assets.bayut.com/content/small_Alvorada_3_Arabian_Ranches_Dubai_9f0a912325.jpg,Ready,/area-guides/alvorada-3/
8,"Al Qusais 3, Al Qusais",https://assets.bayut.com/content/small_Al_Qusais_3_17092021_03d4642d7f.jpg,Ready,/area-guides/al-qusais-3/
8,"MIRABELLA 1, District 11 JVC",https://assets.bayut.com/content/small_Mirabella_1_11222_db23010679.jpg,Ready,/area-guides/mirabella-1/
9,UPTOWN MOTOR CITY,https://assets.bayut.com/content/small_Uptown_Motor_City_Cover_03_12_6fd2d1353e.jpg,Ready,/area-guides/uptown-motor-city/
9,"Mira 3, Arabian Ranches",https://assets.bayut.com/content/small_Mira_3_Reem_16062021_9c7cde4aaa.jpg,Ready,/area-guides/mira-3/
9,Jebel Ali Free Zone Area (JAFZA),https://assets.bayut.com/content/small_Jebel_Ali_Free_Zone_Area_Jebel_Ali_Cover_26_08_f8fd5b615c.jpg,Ready,/area-guides/jebel-ali-free-zone-jafza/
9,OPERA DISTRICT DOWNTOWN DUBAI,https://assets.bayut.com/content/small_Opera_District_Cover_17_01_e9ae586498.jpg,Ready,/area-guides/opera-district/
9,AL QUOZ INDUSTRIAL AREA 2,https://assets.bayut.com/content/small_Al_Quoz_Industria_Area_2_Cover_10_12_124358ae96.jpg,Ready,/area-guides/al-quoz-industrial-area-2/
9,"BALQIS RESIDENCE, PALM JUMEIRAH",https://assets.bayut.com/content/small_Balqis_Residence_Cover_28_10_938f555ebe.jpg,Ready,/area-guides/balqis-residence/
9,AL QUSAIS INDUSTRIAL AREA 3,https://assets.bayut.com/content/small_Al_Qusais_Industrial_Area_3_Cover_17_12_03f482df1a.jpg,Ready,/area-guides/al-qusais-industrial-area-3/
9,"Alfa Villas, District 13 JVC",https://assets.bayut.com/content/small_Alfa_Villas_Cover_21_01_2022_bf96f18603.jpg,Ready,/area-guides/alfa-villas/
9,Jebel Ali Freezone South,https://assets.bayut.com/content/small_Jebel_Ali_Freezone_South_20_10_2022_c230dd5c7f.jpg,Ready,/area-guides/jebel-ali-freezone-south/
9,AL QUSAIS INDUSTRIAL AREA 5,https://assets.bayut.com/content/small_Al_Qusais_Industrial_5_Cover_24_12_b85b41ed95.jpg,Ready,/area-guides/al-qusais-industrial-area-5/
9,"AL HAMRIYA, BUR DUBAI",https://assets.bayut.com/content/small_Al_Hamriya_Cover_111121_64bf583f26.jpg,Ready,/area-guides/al-hamriya/
9,"AL SOUK AL KABEER, BUR DUBAI",https://assets.bayut.com/content/small_Al_Hamriya_Cover_111121_69175cd0e6.jpg,Ready,/area-guides/al-souk-al-kabeer/
9,AL MURAQQABAT,https://assets.bayut.com/content/small_Al_Muraqqabat_Cover11222_d0fe3adbfa.jpg,Ready,/area-guides/al-muraqqabat/
9,Jebel Ali,https://assets.bayut.com/content/small_jebalalicover_42621_540182cad6.jpg,Ready,/area-guides/jebel-ali/
9,"Ras Al Khor Industrial Area, Ras Al Khor",https://assets.bayut.com/content/small_Ras_Al_Khor_Industrial_Area_4_01_2022_0a71719e74.jpg,Ready,/area-guides/ras-al-khor-industrial-area/
10,"Maeen 5, The Lakes",https://assets.bayut.com/content/small_Maeen_5_23_9_2021_c7dc137903.jpg,Ready,/area-guides/maeen-5/
10,"Calida, Dubai Sports City",https://assets.bayut.com/content/small_Calida_Dubai_Sports_City_08062021_ebeb1c6b71.jpg,Ready,/area-guides/calida/
10,"Mirabella 4, District 11 JVC",https://assets.bayut.com/content/small_Mirabella_4_Cover_27_09_1_1_01bc5f2846.jpg,Ready,/area-guides/mirabella-4/
10,"Casa Flores, Motor City",https://assets.bayut.com/content/small_Casa_Flores_Motor_City_26042021_bbddbfa032.jpg,Ready,/area-guides/casa-flores/
10,"Zulal 1, The Lakes",https://assets.bayut.com/content/small_Zulal_1_The_Lakes_19062021_6ff6df5baa.jpg,Ready,/area-guides/zulal-1/
10,"La Rosa, Villanova",https://assets.bayut.com/content/small_La_Rosa_Cover_3_8_22_645a2be570.jpg,Ready,/area-guides/la-rosa-villanova/
10,"Palmera 1, Arabian Ranches",https://assets.bayut.com/content/small_Palmera_1_Arabian_Ranches_19062021_b896cc1946.jpg,Ready,/area-guides/palmera-1/
10,"The Floating Seahorse, the World Islands",https://assets.bayut.com/content/small_The_Floating_Seahorse_06082021_6993eb8e0d.jpg,Ready,/area-guides/floating-seahorse-dubai/
10,"District 8F, Jumeirah Village Triangle (JVT)",https://assets.bayut.com/content/small_District_8_F_Cover_16_07_cf1f711438.jpg,Ready,/area-guides/district-8f/
10,"Palmera 4, Arabian Ranches",https://assets.bayut.com/content/small_Palmera_4_Arabian_Ranches_27052021_680fba24d9.jpg,Ready,/area-guides/palmera-4/
10,"The Polo Townhouses, Meydan City",https://assets.bayut.com/content/small_The_Polo_Townhouses_Meydan_City_20052021_a85b55f294.jpg,Ready,/area-guides/the-polo-townhouses/
10,"MIRABELLA 6, District 11 JVC",https://assets.bayut.com/content/small_Mirabella_6_Cover_27_09_58b38b01b0.jpg,Ready,/area-guides/mirabella-6/
10,"DESERT LEAF, THE RESIDENCES",https://assets.bayut.com/content/small_Desert_Leaf_Cover_02_11_bf5660d0b8.jpg,Ready,/area-guides/desert-leaf/
10,"Savannah 2, Arabian Ranches",https://assets.bayut.com/content/small_Savanah_2_Cover_27_07_7a9a1fb196.jpg,Ready,/area-guides/savannah-2-dubai/
10,"District 8L, Jumeirah Village Triangle (JVT)",https://assets.bayut.com/content/small_District_8_O_JVT_Cover_27_11_bf36333af1.jpg,Ready,/area-guides/district-8l/
11,"Al Shindagha, Bur Dubai",https://assets.bayut.com/content/small_Al_Shindagha_Bur_Dubai_Cover_16_03_c6c86fe298.jpg,Ready,/area-guides/al-shindagha/
11,"District 3D, District 3 JVT",https://assets.bayut.com/content/small_District_8_O_JVT_Cover_27_11_66d88b2859.jpg,Ready,/area-guides/district-3d/
